Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals) "
516.0,0.0,0.0,162.0,8.2,801.0,802.0,28.0,41.36856
385.0,0.0,136.0,158.0,20.0,903.0,768.0,28.0,55.55108132
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28.0,44.13335876
397.0,17.2,158.0,167.0,20.8,967.0,633.0,28.0,55.64760796
145.0,116.0,119.0,184.0,5.7,833.0,880.0,28.0,29.15794004
160.0,128.0,122.0,182.0,6.4,824.0,879.0,28.0,39.39665864
194.68,0.0,100.52,170.17,7.48,998.0,901.8,3.0,12.17614616
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,28.0,39.1622368
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,100.0,37.9556538
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,100.0,53.65502232
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,100.0,56.06129356
446.0,24.0,79.0,162.0,11.64,967.0,712.0,7.0,39.300132
387.0,20.0,94.0,157.0,14.32,938.0,845.0,28.0,50.23522136
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180.0,44.207822168
198.6,132.4,0.0,192.0,0.0,978.4,825.5,180.0,41.719503284
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3.0,15.049192652
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3.0,39.300132
318.8,212.5,0.0,155.7,14.3,852.1,880.4,7.0,33.39821744
374.0,189.2,0.0,170.1,10.1,926.1,756.7,28.0,61.09446836
439.0,177.0,0.0,186.0,11.1,884.9,707.9,28.0,65.99664272
374.0,189.2,0.0,170.1,10.1,926.1,756.7,56.0,63.3973182
375.0,93.8,0.0,126.6,23.4,852.1,992.6,56.0,60.19814956
475.0,118.8,0.0,181.1,8.9,852.1,781.5,56.0,72.29845336
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.29663476
233.81,0.0,94.58,197.89,4.567,947.04,852.16,56.0,27.66177712
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,3.0,12.45193656
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,56.0,34.20490436
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,100.0,39.6103962
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,14.0,20.08443588
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,56.0,28.62704352
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,100.0,42.919881
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,28.0,38.50033984
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,100.0,44.20920112
277.05,0.0,97.39,160.6,11.83,973.9,875.61,14.0,41.885667
252.31,0.0,98.75,146.25,14.17,987.76,889.01,3.0,21.78054684
252.31,0.0,98.75,146.25,14.17,987.76,889.01,56.0,55.82687172
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,14.0,42.21661548
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,28.0,55.50971276
333.0,17.5,163.0,167.0,17.9,996.0,652.0,28.0,47.27736932
194.68,0.0,100.52,170.17,7.48,998.0,901.8,56.0,43.38872468
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,100.0,52.95865156
446.0,24.0,79.0,162.0,11.64,967.0,712.0,28.0,44.42293868
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180.0,50.94882902
380.0,95.0,0.0,228.0,0.0,932.0,594.0,365.0,43.698299404
332.5,142.5,0.0,228.0,0.0,932.0,594.0,270.0,40.269535256
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180.0,48.695621452
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3.0,25.2003478
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7.0,47.09810556
389.9,189.0,0.0,145.9,22.0,944.7,755.8,7.0,59.09498796
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56.0,64.90037588
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91.0,56.49566344
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,100.0,33.5430074
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,100.0,49.97322048
295.71,0.0,95.64,171.54,8.87,955.14,859.2,56.0,48.71837416
249.1,0.0,98.75,158.11,12.8,987.76,889.01,56.0,42.03045696
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,28.0,47.401475
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,14.0,33.72916592
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,28.0,40.14818748
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,100.0,50.07664188
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,100.0,66.9481196
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,28.0,30.21973308
528.0,0.0,0.0,185.0,6.86,920.0,720.0,28.0,56.83350668
250.0,0.0,95.69,191.84,5.33,948.9,857.2,3.0,8.48744956
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,14.0,33.00521612
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,56.0,35.852752
446.0,24.0,79.0,162.0,11.61,967.0,712.0,7.0,52.00717468
355.0,19.0,97.0,145.0,13.13,967.0,871.0,28.0,44.02993736
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90.0,39.358047984
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3.0,8.06342182
380.0,95.0,0.0,228.0,0.0,932.0,594.0,270.0,41.15137506
310.0,0.0,0.0,192.0,0.0,971.0,850.6,3.0,9.86640156
190.0,190.0,0.0,228.0,0.0,932.0,670.0,270.0,50.655112244
531.3,0.0,0.0,141.8,28.2,852.1,893.7,3.0,41.2996124
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0,60.2946762
425.0,106.3,0.0,151.4,18.6,936.0,803.7,56.0,64.90037588
401.8,94.7,0.0,147.4,11.4,946.8,852.1,56.0,73.69808964
375.0,93.8,0.0,126.6,23.4,852.1,992.6,91.0,62.5009994
475.0,118.8,0.0,181.1,8.9,852.1,781.5,91.0,74.19451236
389.9,189.0,0.0,145.9,22.0,944.7,755.8,91.0,82.5992248
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91.0,67.79617508
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,14.0,25.48303296
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,3.0,13.18278112
238.05,0.0,94.11,186.66,7.0,949.91,847.01,3.0,19.93275116
238.05,0.0,94.11,186.66,7.0,949.91,847.01,14.0,25.68987576
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,56.0,45.08483564
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,56.0,36.96970312
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,3.0,30.44726016
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,28.0,52.20022796
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,3.0,14.94094492
387.0,20.0,94.0,157.0,13.93,938.0,845.0,56.0,47.96684532
304.0,76.0,0.0,228.0,0.0,932.0,670.0,28.0,47.813781648
237.5,237.5,0.0,228.0,0.0,932.0,594.0,270.0,38.407950056
475.0,0.0,0.0,228.0,0.0,932.0,594.0,365.0,41.934619796
389.9,189.0,0.0,145.9,22.0,944.7,755.8,3.0,40.59634688
531.3,0.0,0.0,141.8,28.2,852.1,893.7,7.0,46.89815752
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,55.89581932
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,55.89581932
337.9,189.0,0.0,174.9,9.5,944.7,755.8,7.0,35.10122316
318.8,212.5,0.0,155.7,14.3,852.1,880.4,91.0,68.09954452
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,14.0,21.0634918
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,56.0,31.53663224
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,14.0,17.83674412
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,28.0,40.2309246
238.05,0.0,94.11,186.66,7.0,949.91,847.01,28.0,30.2335226
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,28.0,37.404073
249.1,0.0,98.75,158.11,12.8,987.76,889.01,28.0,30.84715624
249.1,0.0,98.75,158.11,12.8,987.76,889.01,100.0,51.0556978
252.31,0.0,98.75,146.25,14.17,987.76,889.01,100.0,60.9496784
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,56.0,56.8472962
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,100.0,56.7438748
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,3.0,27.42046052
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,14.0,31.81242264
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,28.0,46.38794528
194.68,0.0,100.52,170.17,7.48,998.0,901.8,28.0,37.2661778
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,56.0,31.715896
387.0,20.0,94.0,157.0,13.93,938.0,845.0,28.0,46.68441996
387.0,20.0,94.0,157.0,14.32,938.0,845.0,3.0,22.752708
475.0,0.0,0.0,228.0,0.0,932.0,594.0,270.0,42.131120456
475.0,0.0,0.0,228.0,0.0,932.0,594.0,90.0,42.229026048
304.0,76.0,0.0,228.0,0.0,932.0,670.0,90.0,49.185149412
375.0,93.8,0.0,126.6,23.4,852.1,992.6,3.0,28.99936056
475.0,118.8,0.0,181.1,8.9,852.1,781.5,7.0,55.59934464
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,49.20100736
389.9,189.0,0.0,145.9,22.0,944.7,755.8,28.0,74.4978818
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.29715436
401.8,94.7,0.0,147.4,11.4,946.8,852.1,91.0,75.497622
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,100.0,37.34202016
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,56.0,35.34253976
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,3.0,13.54130864
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,28.0,31.64005364
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,56.0,42.54756396
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,3.0,13.33446584
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,56.0,42.69924868
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,28.0,29.65436276
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,14.0,21.60128308
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,14.0,33.35684888
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,14.0,36.9903874
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,56.0,51.4349096
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,100.0,56.63355864
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,14.0,26.04840328
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,56.0,36.3009114
405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28.0,52.30364936
516.0,0.0,0.0,162.0,8.26,801.0,802.0,28.0,41.36856
500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28.0,69.83702404
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,14.0,29.55094136
387.0,20.0,94.0,157.0,11.61,938.0,845.0,28.0,46.68441996
387.0,20.0,94.0,157.0,11.61,938.0,845.0,3.0,34.77027468
491.0,26.0,123.0,210.0,3.93,882.0,699.0,56.0,59.5904257153
424.0,22.0,132.0,168.0,8.92,822.0,750.0,28.0,72.09850532
202.0,11.0,141.0,206.0,1.72,942.0,801.0,28.0,21.96670536
491.0,26.0,123.0,201.0,3.93,822.0,699.0,3.0,29.5489714305
202.0,11.0,141.0,206.0,1.72,942.0,801.0,3.0,9.8496571458
359.0,19.0,141.0,154.0,10.91,942.0,801.0,3.0,23.6391771458
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28.0,25.74503384
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28.0,18.19871902
339.0,0.0,0.0,197.0,0.0,968.0,781.0,28.0,32.03994972
236.0,0.0,0.0,193.0,0.0,968.0,885.0,365.0,25.08313688
277.0,0.0,0.0,191.0,0.0,968.0,856.0,3.0,11.36256448
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7.0,11.1695112
108.3,162.4,0.0,203.5,0.0,938.2,849.0,28.0,20.593958644
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7.0,11.392211948
122.6,183.9,0.0,203.5,0.0,958.2,800.1,7.0,10.354550568
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28.0,33.60506024
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90.0,40.65839972
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28.0,67.30664712
350.0,0.0,0.0,203.0,0.0,974.0,775.0,90.0,31.35047372
331.0,0.0,0.0,192.0,0.0,978.0,825.0,180.0,38.99676256
322.0,0.0,0.0,203.0,0.0,974.0,800.0,28.0,25.17966352
159.0,209.0,161.0,201.0,7.0,848.0,669.0,28.0,30.88163004
167.0,187.0,195.0,185.0,7.0,898.0,636.0,28.0,23.8903434
145.9,230.5,0.0,202.5,3.4,827.0,871.8,28.0,32.720462532
150.7,0.0,185.3,166.7,15.6,1074.5,678.0,28.0,13.461329424
149.0,117.6,91.7,182.9,7.1,953.4,780.3,28.0,23.524231644
143.0,169.4,142.7,190.7,8.4,967.4,643.5,28.0,29.726068264
155.6,243.5,0.0,180.3,10.7,1022.0,697.7,28.0,37.363393916
491.0,26.0,123.0,201.0,3.93,822.0,699.0,7.0,37.92118
359.0,19.0,141.0,154.0,10.91,942.0,801.0,3.0,25.1166257153
333.0,0.0,0.0,192.0,0.0,931.2,842.6,3.0,15.615941924
255.0,0.0,0.0,192.0,0.0,889.8,945.0,28.0,18.746162964
210.7,316.1,0.0,185.7,0.0,977.0,689.3,7.0,21.819846972
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28.0,25.726417988
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28.0,19.765208492
236.0,0.0,0.0,194.0,0.0,968.0,885.0,28.0,18.41590396
307.0,0.0,0.0,193.0,0.0,968.0,812.0,28.0,27.53077668
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28.0,12.24509376
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,7.0,17.54026944
236.0,157.0,0.0,192.0,0.0,972.6,749.1,7.0,20.416073836
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90.0,50.732333556
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90.0,47.782065752
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270.0,74.16693332
350.0,0.0,0.0,203.0,0.0,974.0,775.0,28.0,27.3377234
382.0,0.0,0.0,186.0,0.0,1111.0,784.0,7.0,11.46598588
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180.0,51.04190828
310.0,0.0,0.0,192.0,0.0,970.0,850.0,90.0,34.6806428
322.0,0.0,0.0,203.0,0.0,974.0,800.0,14.0,20.77391188
261.0,100.0,78.0,201.0,9.0,864.0,761.0,28.0,32.39847724
313.0,0.0,113.0,178.0,8.0,1002.0,689.0,28.0,36.80422888
133.0,210.0,0.0,196.0,3.0,949.0,795.0,28.0,31.02642
152.0,0.0,112.0,184.0,8.0,992.0,816.0,28.0,12.17614616
155.0,0.0,143.0,193.0,9.0,1047.0,697.0,28.0,12.45883132
289.0,134.0,0.0,195.0,6.0,924.0,760.0,28.0,46.24315532
149.5,236.0,0.0,175.8,12.6,846.8,892.7,28.0,32.96384756
299.8,0.0,119.8,211.5,9.9,878.2,727.6,28.0,23.835874796
312.9,160.5,0.0,177.6,9.6,916.6,759.5,28.0,52.446370892
266.2,112.3,87.5,177.9,10.4,909.7,744.5,28.0,39.421479776
145.4,0.0,178.9,201.7,7.8,824.0,868.7,28.0,10.535882756
162.0,190.1,148.1,178.8,18.8,838.1,741.4,28.0,33.762260768
309.9,142.8,111.2,167.8,22.1,913.9,651.2,28.0,38.215586252
303.6,139.9,0.0,213.5,6.2,895.5,722.5,28.0,33.419591196
491.0,26.0,123.0,210.0,3.93,882.0,699.0,3.0,25.6091085695
284.0,15.0,141.0,179.0,5.46,842.0,801.0,7.0,24.13166
359.0,19.0,141.0,154.0,10.91,942.0,801.0,7.0,35.7542554305
480.0,0.0,0.0,192.0,0.0,936.2,712.2,3.0,24.404692496
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28.0,33.082437432
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28.0,31.899986092
277.0,0.0,0.0,191.0,0.0,968.0,856.0,14.0,21.26343984
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,28.0,24.49708228
166.8,250.2,0.0,203.5,0.0,975.6,692.6,28.0,33.947729812
192.0,288.0,0.0,192.0,0.0,929.8,716.1,28.0,39.321505756
166.8,250.2,0.0,203.5,0.0,975.6,692.6,7.0,15.748321316
288.0,192.0,0.0,192.0,0.0,932.0,717.8,90.0,50.526869708
192.0,288.0,0.0,192.0,0.0,929.8,716.1,7.0,21.48062478
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120.0,39.38286912
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180.0,71.62276688
350.0,0.0,0.0,203.0,0.0,974.0,775.0,14.0,22.53207568
350.0,0.0,0.0,203.0,0.0,974.0,775.0,56.0,29.97841648
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180.0,32.72253096
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,28.0,22.43554904
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28.0,32.72253096
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90.0,47.22221124
310.0,0.0,0.0,192.0,0.0,970.0,850.0,7.0,14.98920824
305.0,0.0,100.0,196.0,10.0,959.0,705.0,28.0,30.12320644
146.0,230.0,0.0,202.0,3.0,827.0,872.0,28.0,33.0603742
326.0,0.0,138.0,199.0,11.0,801.0,792.0,28.0,40.679084
314.0,145.0,113.0,179.0,8.0,869.0,690.0,28.0,46.2293658
148.0,0.0,182.0,181.0,15.0,839.0,884.0,28.0,15.52010476
164.0,163.0,128.0,197.0,8.0,961.0,641.0,28.0,27.234302
184.0,86.0,190.0,213.0,6.0,923.0,623.0,28.0,22.93197176
296.0,0.0,106.7,221.4,10.5,819.2,778.4,28.0,31.420110796
272.6,0.0,89.6,198.7,10.6,931.3,762.2,28.0,32.245413568
322.5,148.6,0.0,185.8,8.5,951.0,709.5,28.0,52.426376088
288.4,121.0,0.0,177.4,7.0,907.9,829.5,28.0,42.140083644
289.0,0.0,0.0,192.0,0.0,913.2,895.3,3.0,11.654902304
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7.0,23.404952296
228.0,342.1,0.0,185.7,0.0,955.8,674.3,7.0,21.917063088
290.2,193.5,0.0,185.7,0.0,998.2,704.3,28.0,33.0431373
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7.0,7.995853172
236.0,0.0,0.0,194.0,0.0,968.0,885.0,3.0,6.46728488
254.0,0.0,0.0,198.0,0.0,968.0,863.0,365.0,29.7853632
102.0,153.0,0.0,192.0,0.0,887.0,942.0,90.0,25.460969728
183.9,122.6,0.0,203.5,0.0,959.2,800.0,90.0,32.53292506
102.0,153.0,0.0,192.0,0.0,887.0,942.0,7.0,7.675936308
212.0,141.3,0.0,203.5,0.0,973.4,750.0,28.0,33.003837168
108.3,162.4,0.0,203.5,0.0,938.2,849.0,3.0,2.331807832
250.2,166.8,0.0,203.5,0.0,977.6,694.1,28.0,36.964187312
385.0,0.0,0.0,186.0,0.0,966.0,763.0,7.0,23.22155168
302.0,0.0,0.0,203.0,0.0,974.0,817.0,14.0,18.12632404
522.0,0.0,0.0,146.0,0.0,896.0,896.0,28.0,74.98740976
273.0,105.0,82.0,210.0,9.0,904.0,680.0,28.0,37.16965116
304.0,140.0,0.0,214.0,6.0,895.0,722.0,28.0,33.41890172
142.0,167.0,130.0,174.0,11.0,883.0,785.0,28.0,44.6090972
318.0,0.0,126.0,210.0,6.0,861.0,737.0,28.0,40.0585556
155.0,183.0,0.0,193.0,9.0,1047.0,697.0,28.0,18.28490352
331.0,170.0,0.0,195.0,8.0,811.0,802.0,28.0,56.61287436
135.0,0.0,166.0,180.0,10.0,961.0,805.0,28.0,13.29309728
152.7,144.7,0.0,178.1,8.0,999.7,822.2,28.0,19.009542796
144.8,0.0,133.6,180.8,11.1,979.5,811.5,28.0,13.202086448
312.7,144.7,0.0,127.3,8.0,999.7,822.2,28.0,44.523602176
298.1,0.0,107.5,163.6,12.8,953.2,784.0,28.0,35.865852044
153.6,144.2,112.3,220.1,10.1,923.2,657.9,28.0,16.503987012
151.8,178.1,138.7,167.5,18.3,944.0,694.6,28.0,36.349864196
159.1,186.7,0.0,175.6,11.3,989.6,788.9,28.0,32.768036376
424.0,22.0,132.0,178.0,8.48,822.0,750.0,56.0,65.6972131458
436.0,0.0,0.0,218.0,0.0,838.4,719.7,28.0,23.84897484
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90.0,48.846616696
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7.0,12.37264682
210.7,316.1,0.0,185.7,0.0,977.0,689.3,28.0,37.813621744
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7.0,10.335934716
316.1,210.7,0.0,185.7,0.0,977.0,689.3,7.0,24.437787344
339.0,0.0,0.0,197.0,0.0,968.0,781.0,3.0,13.22414968
236.0,0.0,0.0,193.0,0.0,968.0,885.0,180.0,24.10408096
277.0,0.0,0.0,191.0,0.0,968.0,856.0,90.0,31.25394708
254.0,0.0,0.0,198.0,0.0,968.0,863.0,90.0,26.94472208
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7.0,7.83934212
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7.0,15.57526284
157.0,236.0,0.0,192.0,0.0,935.4,781.2,28.0,33.664355176
192.0,288.0,0.0,192.0,0.0,929.8,716.1,3.0,12.788400848
288.0,192.0,0.0,192.0,0.0,932.0,717.8,7.0,23.523542168
116.0,173.0,0.0,192.0,0.0,909.8,891.9,3.0,6.280436884
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90.0,32.102692036
157.0,236.0,0.0,192.0,0.0,935.4,781.2,3.0,9.694722036
480.0,0.0,0.0,192.0,0.0,936.0,721.0,90.0,54.27555072
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7.0,14.49968028
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7.0,18.12632404
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,270.0,55.15808
310.0,0.0,0.0,192.0,0.0,970.0,850.0,28.0,27.923778
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90.0,58.78472376
374.0,0.0,0.0,190.0,7.0,1013.0,730.0,28.0,39.05192064
280.0,129.0,100.0,172.0,9.0,825.0,805.0,28.0,52.82075636
322.0,0.0,116.0,196.0,10.0,818.0,813.0,28.0,31.17810472
159.0,187.0,0.0,176.0,11.0,990.0,789.0,28.0,32.76389952
277.0,117.0,91.0,191.0,7.0,946.0,666.0,28.0,43.5748832
135.0,105.0,193.0,196.0,6.0,965.0,643.0,28.0,21.91154728
156.0,178.0,187.0,221.0,7.0,854.0,614.0,28.0,29.41304616
154.8,183.4,0.0,193.3,9.1,1047.4,696.7,28.0,18.287661424
146.5,114.6,89.3,201.9,8.8,860.0,829.5,28.0,19.98790924
159.8,250.0,0.0,168.4,12.2,1049.3,688.2,28.0,39.455953576
322.2,0.0,115.6,196.0,10.4,817.9,813.4,28.0,31.178794196
424.0,22.0,132.0,178.0,8.48,822.0,750.0,28.0,62.05284
424.0,22.0,132.0,168.0,8.92,822.0,750.0,56.0,74.3649114581
333.0,0.0,0.0,192.0,0.0,931.2,842.6,28.0,31.966865264
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7.0,27.742445812
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7.0,9.617500724
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7.0,15.691094808
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28.0,17.596806472
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28.0,31.38150014
307.0,0.0,0.0,193.0,0.0,968.0,812.0,90.0,32.922479
250.2,166.8,0.0,203.5,0.0,977.6,694.1,90.0,47.714497104
122.6,183.9,0.0,203.5,0.0,958.2,800.1,28.0,24.290928956
153.0,102.0,0.0,192.0,0.0,888.0,943.1,28.0,17.96429718
153.0,102.0,0.0,192.0,0.0,888.0,943.1,90.0,26.322814728
305.3,203.5,0.0,203.5,0.0,965.4,631.0,90.0,54.598914964
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90.0,35.76312012
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,1.0,12.63809508
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7.0,52.61391356
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28.0,37.42475728
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28.0,31.84000168
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,90.0,29.39236188
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90.0,39.48629052
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180.0,41.05140104
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3.0,41.63745564
298.0,137.0,107.0,201.0,6.0,878.0,655.0,28.0,53.52402188
296.0,0.0,107.0,221.0,11.0,819.0,778.0,28.0,31.41942132
313.0,145.0,0.0,178.0,8.0,867.0,824.0,28.0,44.38846488
149.0,118.0,92.0,183.0,7.0,953.0,780.0,28.0,23.51802636
143.0,169.0,143.0,191.0,8.0,967.0,643.0,28.0,29.72331036
145.0,0.0,134.0,181.0,11.0,979.0,812.0,28.0,13.19657064
255.0,99.0,77.0,189.0,6.0,919.0,749.0,28.0,33.79811352
162.0,214.0,164.0,202.0,10.0,820.0,680.0,28.0,30.6472082
157.0,214.0,152.0,200.0,9.0,819.0,704.0,28.0,33.05347944
154.0,174.0,185.0,228.0,7.0,845.0,612.0,28.0,24.3385028
298.1,0.0,107.0,186.4,6.1,879.0,815.2,28.0,42.6440906
325.6,166.4,0.0,174.0,8.9,881.6,790.0,28.0,61.23581094
284.0,15.0,141.0,179.0,5.46,842.0,801.0,28.0,43.73346268
284.0,15.0,141.0,179.0,5.46,842.0,801.0,3.0,13.3955337153
359.0,19.0,141.0,154.0,10.91,942.0,801.0,28.0,62.93536928
480.0,0.0,0.0,192.0,0.0,936.2,712.2,28.0,43.942373908
255.0,0.0,0.0,192.0,0.0,889.8,945.0,7.0,10.222171176
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7.0,19.765208492
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7.0,13.089012384
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28.0,37.437857324
339.0,0.0,0.0,197.0,0.0,968.0,781.0,180.0,36.44570136
277.0,0.0,0.0,191.0,0.0,968.0,856.0,360.0,33.70158688
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28.0,17.3403214
133.0,200.0,0.0,192.0,0.0,927.4,839.2,28.0,27.874825204
133.0,200.0,0.0,192.0,0.0,927.4,839.2,90.0,36.588422892
203.5,305.3,0.0,203.5,0.0,963.4,630.0,90.0,51.863763672
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7.0,17.24379476
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,120.0,38.70028788
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7.0,17.43684804
