Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals) "
304.0,76.0,0.0,228.0,0.0,932.0,670.0,28.0,47.813781648
277.0,0.0,0.0,191.0,0.0,968.0,856.0,360.0,33.70158688
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,28.0,24.53845084
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,3.0,15.04436632
436.0,0.0,0.0,218.0,0.0,838.4,719.7,28.0,23.84897484
122.6,183.9,0.0,203.5,0.0,958.2,800.1,90.0,33.192064116
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,56.0,50.77301264
427.5,47.5,0.0,228.0,0.0,932.0,594.0,7.0,35.076402024
331.0,0.0,0.0,192.0,0.0,879.0,825.0,3.0,13.52062436
322.0,0.0,0.0,203.0,0.0,974.0,800.0,180.0,29.58541516
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,100.0,45.3675208
516.0,0.0,0.0,162.0,8.2,801.0,802.0,28.0,41.36856
374.3,0.0,0.0,190.2,6.7,1013.2,730.4,28.0,39.056057496
475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28.0,58.52272288
475.0,0.0,0.0,228.0,0.0,932.0,594.0,270.0,42.131120456
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3.0,25.2003478
159.0,187.0,0.0,176.0,11.0,990.0,789.0,28.0,32.76389952
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,56.0,39.2656582
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,14.0,24.42813468
239.6,359.4,0.0,185.7,0.0,941.6,664.3,28.0,39.435269296
281.0,0.0,0.0,185.0,0.0,1104.0,774.0,28.0,22.43554904
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7.0,17.236210524
249.1,0.0,98.75,158.11,12.8,987.76,889.01,56.0,42.03045696
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28.0,12.24509376
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28.0,26.91369566
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.3011712
323.7,282.8,0.0,183.8,10.3,942.7,659.9,3.0,28.29609504
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,100.0,46.2293658
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,28.0,34.29453624
284.0,15.0,141.0,179.0,5.46,842.0,801.0,3.0,13.3955337153
155.2,183.9,143.2,193.8,9.2,879.6,698.5,28.0,28.991086848
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28.0,19.69143456
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,56.0,39.14844728
374.0,189.2,0.0,170.1,10.1,926.1,756.7,3.0,34.39795764
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7.0,10.335934716
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,28.0,24.49708228
153.0,239.0,0.0,200.0,6.0,1002.0,684.0,28.0,26.8550902
250.0,0.0,95.69,187.42,5.53,956.86,861.17,14.0,24.91766264
249.1,0.0,98.75,158.11,12.8,987.76,889.01,3.0,15.36152528
387.0,20.0,94.0,157.0,11.61,938.0,845.0,7.0,41.66503468
427.5,47.5,0.0,228.0,0.0,932.0,594.0,180.0,41.836714204
155.0,184.0,143.0,194.0,9.0,880.0,699.0,28.0,28.98557104
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28.0,43.69898888
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,28.0,31.2677366
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,56.0,44.39535964
480.0,0.0,0.0,192.0,0.0,936.0,721.0,90.0,54.27555072
108.3,162.4,0.0,203.5,0.0,938.2,849.0,3.0,2.331807832
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,64.30053176
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,100.0,40.38950408
424.0,22.0,132.0,178.0,8.48,822.0,750.0,7.0,39.0046422847
393.0,0.0,0.0,192.0,0.0,940.0,758.0,90.0,48.79421652
366.0,187.0,0.0,191.3,6.6,824.3,756.9,28.0,65.909079268
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,28.0,25.17966352
480.0,0.0,0.0,192.0,0.0,936.2,712.2,7.0,34.569637164
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28.0,67.30664712
439.0,177.0,0.0,186.0,11.1,884.9,707.9,28.0,65.99664272
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.29715436
480.0,0.0,0.0,192.0,0.0,936.0,721.0,28.0,43.89204216
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,100.0,43.0577762
313.0,145.0,0.0,127.0,8.0,1000.0,822.0,28.0,44.51946532
427.5,47.5,0.0,228.0,0.0,932.0,594.0,28.0,37.427515184
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,3.0,7.74971024
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7.0,11.1695112
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,14.0,26.77235308
385.0,0.0,0.0,186.0,0.0,966.0,763.0,3.0,14.69962832
228.0,342.1,0.0,185.7,0.0,955.8,674.3,28.0,39.699338604
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28.0,33.60506024
522.0,0.0,0.0,146.0,0.0,896.0,896.0,7.0,50.51101176
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,56.0,35.34253976
342.0,38.0,0.0,228.0,0.0,932.0,670.0,365.0,56.141962252
300.0,0.0,120.0,212.0,10.0,878.0,728.0,28.0,23.83518532
152.6,238.7,0.0,200.0,6.3,1001.8,683.9,28.0,26.859916532
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,14.0,20.72564856
250.0,0.0,95.69,191.84,5.33,948.9,857.2,14.0,24.65566176
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28.0,17.54026944
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,56.0,45.08483564
310.0,143.0,0.0,168.0,10.0,914.0,804.0,28.0,45.2985732
446.0,24.0,79.0,162.0,11.64,967.0,712.0,7.0,39.300132
387.0,20.0,94.0,157.0,13.93,938.0,845.0,3.0,25.510612
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3.0,33.39821744
307.0,0.0,0.0,193.0,0.0,968.0,812.0,90.0,32.922479
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28.0,20.87043852
375.0,93.8,0.0,126.6,23.4,852.1,992.6,56.0,60.19814956
387.0,20.0,94.0,157.0,14.32,938.0,845.0,3.0,22.752708
153.0,102.0,0.0,192.0,0.0,888.0,943.1,3.0,4.782205536
288.0,192.0,0.0,192.0,0.0,932.0,717.8,28.0,38.804398756
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90.0,41.680203152
132.0,206.5,160.9,178.9,5.5,866.9,735.6,28.0,33.306517132
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,100.0,66.42411784
133.0,200.0,0.0,192.0,0.0,927.4,839.2,3.0,6.883728384
144.0,170.0,133.0,192.0,8.0,814.0,805.0,28.0,29.86810032
491.0,26.0,123.0,201.0,3.93,822.0,699.0,3.0,29.5489714305
116.0,173.0,0.0,192.0,0.0,909.8,891.9,7.0,10.089791784
143.6,0.0,174.9,158.4,17.9,942.7,844.5,28.0,15.42357812
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180.0,32.72253096
133.0,200.0,0.0,192.0,0.0,927.4,839.2,7.0,13.664035368
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,90.0,29.39236188
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,3.0,19.41564416
491.0,26.0,123.0,210.0,3.93,882.0,699.0,7.0,33.4888342847
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,100.0,55.0201848
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,120.0,38.70028788
317.9,0.0,126.5,209.7,5.7,860.5,736.6,28.0,40.06200298
272.8,105.1,81.8,209.7,9.0,904.0,679.7,28.0,37.171030112
222.36,0.0,96.67,189.29,4.46,967.08,870.32,28.0,24.8900836
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,28.0,41.40992856
298.0,0.0,107.0,186.0,6.0,879.0,815.0,28.0,42.63719584
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28.0,71.29871316
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3.0,8.06342182
355.0,19.0,97.0,145.0,13.13,967.0,871.0,28.0,44.02993736
144.0,15.0,195.0,176.0,6.0,1021.0,709.0,28.0,15.340841
326.0,0.0,138.0,199.0,11.0,801.0,792.0,28.0,40.679084
166.8,250.2,0.0,203.5,0.0,975.6,692.6,90.0,43.565230536
153.0,102.0,0.0,192.0,0.0,888.0,943.1,28.0,17.96429718
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,3.0,13.12072828
342.0,38.0,0.0,228.0,0.0,932.0,670.0,180.0,52.1243856
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,100.0,47.73931824
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91.0,56.49566344
331.0,0.0,0.0,192.0,0.0,978.0,825.0,7.0,16.26473884
475.0,0.0,0.0,228.0,0.0,932.0,594.0,28.0,39.28978986
146.5,114.6,89.3,201.9,8.8,860.0,829.5,28.0,19.98790924
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,180.0,61.92183956
289.0,0.0,0.0,192.0,0.0,913.2,895.3,7.0,14.596896396
237.5,237.5,0.0,228.0,0.0,932.0,594.0,90.0,33.116911232
250.2,166.8,0.0,203.5,0.0,977.6,694.1,3.0,9.731264264
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3.0,33.39821744
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,14.0,21.0634918
280.0,129.0,100.0,172.0,9.0,825.0,805.0,28.0,52.82075636
446.0,24.0,79.0,162.0,11.64,967.0,712.0,3.0,23.34565736
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,3.0,17.9953236
276.0,116.0,90.0,180.0,9.0,870.0,768.0,28.0,44.27814872
192.0,288.0,0.0,192.0,0.0,929.8,716.1,28.0,39.321505756
151.8,178.1,138.7,167.5,18.3,944.0,694.6,28.0,36.349864196
200.0,133.0,0.0,192.0,0.0,965.4,806.2,7.0,17.165883972
144.0,136.0,106.0,178.0,7.0,941.0,774.0,28.0,26.14492992
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,14.0,24.98661024
522.0,0.0,0.0,146.0,0.0,896.0,896.0,28.0,74.98740976
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,28.0,26.40003604
528.0,0.0,0.0,185.0,6.86,920.0,720.0,28.0,56.83350668
250.0,0.0,95.69,191.84,5.33,948.9,857.2,56.0,39.64487
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28.0,55.94408264
288.0,192.0,0.0,192.0,0.0,932.0,717.8,7.0,23.523542168
393.0,0.0,0.0,192.0,0.0,940.0,758.0,3.0,19.10537996
133.0,210.0,0.0,196.0,3.0,949.0,795.0,28.0,31.02642
321.0,0.0,128.0,182.0,11.0,870.0,780.0,28.0,37.25928304
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,14.0,33.35684888
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7.0,17.24379476
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,28.0,24.24197616
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,3.0,11.98309288
162.0,207.0,172.0,216.0,10.0,822.0,638.0,28.0,39.84481804
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28.0,27.935499092
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14.0,59.76377968
159.8,250.0,0.0,168.4,12.2,1049.3,688.2,28.0,39.455953576
295.71,0.0,95.64,171.54,8.87,955.14,859.2,14.0,35.2322236
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,3.0,27.42046052
304.0,76.0,0.0,228.0,0.0,932.0,670.0,365.0,55.260122448
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,14.0,22.31833812
290.35,0.0,96.18,168.08,9.41,961.18,865.0,100.0,48.97348028
203.5,305.3,0.0,203.5,0.0,963.4,630.0,28.0,41.684340008
385.0,0.0,0.0,186.0,0.0,966.0,763.0,7.0,23.22155168
222.36,0.0,96.67,189.29,4.46,967.08,870.32,56.0,29.44751996
359.0,19.0,141.0,154.0,10.91,942.0,801.0,56.0,68.7506068542
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,100.0,59.30183076
302.0,0.0,0.0,203.0,0.0,974.0,817.0,14.0,18.12632404
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,100.0,37.6798634
469.0,117.2,0.0,137.8,32.2,852.1,840.5,56.0,69.29923276
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7.0,47.09810556
290.35,0.0,96.18,168.08,9.41,961.18,865.0,14.0,34.67374804
531.3,0.0,0.0,141.8,28.2,852.1,893.7,91.0,59.19840936
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,56.0,53.77223324
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,56.0,36.96970312
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,3.0,16.27852836
250.0,0.0,95.69,191.84,5.33,948.9,857.2,3.0,8.48744956
200.0,133.0,0.0,192.0,0.0,965.4,806.2,3.0,11.41427518
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7.0,21.179323768
155.0,183.0,0.0,193.0,9.0,877.0,868.0,28.0,23.786922
339.0,0.0,0.0,197.0,0.0,968.0,781.0,7.0,20.96696516
331.0,0.0,0.0,192.0,0.0,978.0,825.0,3.0,13.52062436
252.31,0.0,98.75,146.25,14.17,987.76,889.01,28.0,50.60064364
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7.0,15.57526284
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56.0,64.90037588
298.2,0.0,107.0,209.7,11.1,879.6,744.2,28.0,31.875164956
277.0,0.0,0.0,191.0,0.0,968.0,856.0,28.0,25.96566616
193.5,290.2,0.0,185.7,0.0,998.2,704.3,28.0,32.626693796
385.0,0.0,0.0,186.0,0.0,966.0,763.0,1.0,6.26733684
277.05,0.0,97.39,160.6,11.83,973.9,875.61,28.0,48.28400428
116.0,173.0,0.0,192.0,0.0,909.8,891.9,3.0,6.280436884
302.0,0.0,0.0,203.0,0.0,974.0,817.0,180.0,26.74477404
259.9,100.6,78.4,170.6,10.4,935.7,762.9,28.0,49.77327244
236.0,157.0,0.0,192.0,0.0,972.6,749.1,28.0,32.88455782
356.0,0.0,142.0,193.0,11.0,801.0,778.0,28.0,40.86524252
159.1,186.7,0.0,175.6,11.3,989.6,788.9,28.0,32.768036376
393.0,0.0,0.0,192.0,0.0,940.6,785.6,28.0,39.604880392
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120.0,40.85834776
277.05,0.0,97.39,160.6,11.83,973.9,875.61,14.0,41.885667
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7.0,24.00065956
236.0,0.0,0.0,193.0,0.0,968.0,885.0,365.0,25.08313688
250.0,0.0,95.69,187.42,5.53,956.86,861.17,28.0,29.21999288
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7.0,33.21205892
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,3.0,14.94094492
500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28.0,69.83702404
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,28.0,25.72434956
162.0,214.0,164.0,202.0,10.0,820.0,680.0,28.0,30.6472082
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360.0,44.698039604
154.8,0.0,142.8,193.3,9.1,877.2,867.7,28.0,9.738159024
250.2,166.8,0.0,203.5,0.0,977.6,694.1,28.0,36.964187312
122.6,183.9,0.0,203.5,0.0,958.2,800.1,28.0,24.290928956
374.0,189.2,0.0,170.1,10.1,926.1,756.7,56.0,63.3973182
158.0,0.0,195.0,220.0,11.0,898.0,713.0,28.0,8.53571288
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28.0,22.629981272
337.9,189.0,0.0,174.9,9.5,944.7,755.8,28.0,49.89737812
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28.0,21.6495464
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,1.0,12.63809508
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,14.0,33.08795324
310.0,0.0,0.0,192.0,0.0,970.0,850.0,28.0,27.923778
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,28.0,40.14818748
153.1,145.0,113.0,178.5,8.0,867.2,824.0,28.0,26.233182848
203.5,305.3,0.0,203.5,0.0,963.4,630.0,90.0,51.863763672
160.0,128.0,122.0,182.0,6.4,824.0,879.0,28.0,39.39665864
380.0,95.0,0.0,228.0,0.0,932.0,594.0,7.0,32.823194456
310.0,0.0,0.0,192.0,0.0,970.0,850.0,360.0,38.11423328
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90.0,48.846616696
339.0,0.0,0.0,197.0,0.0,968.0,781.0,3.0,13.22414968
355.0,19.0,97.0,145.0,12.25,967.0,871.0,28.0,55.45455468
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.29663476
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,28.0,38.50033984
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,14.0,32.90179472
154.8,183.4,0.0,193.3,9.1,877.2,867.7,28.0,23.786922
250.2,166.8,0.0,203.5,0.0,977.6,694.1,7.0,19.35014394
304.0,76.0,0.0,228.0,0.0,932.0,670.0,90.0,49.185149412
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,3.0,7.39807748
359.0,19.0,141.0,154.0,10.91,942.0,801.0,3.0,23.6391771458
192.0,288.0,0.0,192.0,0.0,929.8,716.1,3.0,12.788400848
134.7,0.0,165.7,180.2,10.0,961.0,804.9,28.0,13.293786756
193.5,290.2,0.0,185.7,0.0,998.2,704.3,7.0,17.200357772
310.0,142.8,0.0,167.9,10.0,914.3,804.0,28.0,45.304778484
122.6,183.9,0.0,203.5,0.0,958.2,800.1,3.0,3.31982694
144.8,0.0,133.6,180.8,11.1,979.5,811.5,28.0,13.202086448
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,7.0,18.91232668
139.7,163.9,127.7,236.7,5.8,868.6,655.6,28.0,35.22532884
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7.0,14.49968028
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7.0,26.0621928
312.9,160.5,0.0,177.6,9.6,916.6,759.5,28.0,52.446370892
359.0,19.0,141.0,154.0,10.91,942.0,801.0,28.0,59.49488404
350.0,0.0,0.0,203.0,0.0,974.0,775.0,14.0,22.53207568
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7.0,14.843728804
250.0,0.0,95.69,191.84,5.33,948.9,857.2,28.0,27.22051248
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,100.0,48.15300384
359.0,19.0,141.0,154.0,10.91,942.0,801.0,28.0,62.93536928
276.4,116.0,90.3,179.6,8.9,870.1,768.3,28.0,44.284354004
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28.0,49.24927068
150.7,0.0,185.3,166.7,15.6,1074.5,678.0,28.0,13.461329424
304.0,76.0,0.0,228.0,0.0,932.0,670.0,270.0,54.378282644
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90.0,50.732333556
446.0,24.0,79.0,162.0,11.64,967.0,712.0,7.0,38.01770664
277.0,117.0,91.0,191.0,7.0,946.0,666.0,28.0,43.5748832
144.0,0.0,175.0,158.0,18.0,943.0,844.0,28.0,15.41668336
331.0,0.0,0.0,192.0,0.0,978.0,825.0,28.0,31.44700036
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,7.0,20.27748916
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,7.0,14.79615496
424.0,22.0,132.0,178.0,8.48,882.0,750.0,3.0,32.0113857153
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3.0,28.59946448
284.0,15.0,141.0,179.0,5.46,842.0,801.0,7.0,24.13166
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,28.0,32.66047812
385.0,0.0,0.0,186.0,0.0,966.0,763.0,14.0,27.923778
192.0,288.0,0.0,192.0,0.0,929.8,716.1,7.0,21.48062478
255.0,99.0,77.0,189.0,6.0,919.0,749.0,28.0,33.79811352
252.31,0.0,98.75,146.25,14.17,987.76,889.01,100.0,60.9496784
289.0,134.0,0.0,195.0,6.0,924.0,760.0,28.0,46.24315532
288.0,121.0,0.0,177.0,7.0,908.0,829.0,28.0,42.13387836
307.0,0.0,0.0,193.0,0.0,968.0,812.0,365.0,36.14922668
332.5,142.5,0.0,228.0,0.0,932.0,594.0,28.0,33.01900564
194.68,0.0,100.52,170.17,7.48,998.0,901.8,56.0,43.38872468
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7.0,24.065470304
332.5,142.5,0.0,228.0,0.0,932.0,594.0,270.0,40.269535256
173.0,116.0,0.0,192.0,0.0,946.8,856.8,3.0,6.940954892
166.8,250.2,0.0,203.5,0.0,975.6,692.6,3.0,6.902344236
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,14.0,31.35047372
266.0,114.0,0.0,228.0,0.0,932.0,670.0,90.0,47.029847436
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,7.0,12.05204048
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90.0,32.102692036
313.3,145.0,0.0,178.5,8.0,867.2,824.0,28.0,40.925226932
304.0,140.0,0.0,214.0,6.0,895.0,722.0,28.0,33.41890172
102.0,153.0,0.0,192.0,0.0,887.0,942.0,28.0,17.275510656
310.0,0.0,0.0,192.0,0.0,970.0,850.0,90.0,34.6806428
326.5,0.0,137.9,199.0,10.8,801.1,792.5,28.0,38.630650804
310.0,143.0,111.0,168.0,22.0,914.0,651.0,28.0,33.68779736
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3.0,41.63745564
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7.0,46.80163088
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,7.0,30.14389072
277.0,116.8,91.0,190.6,7.0,946.5,665.6,28.0,43.57833058
288.0,192.0,0.0,192.0,0.0,932.0,717.8,90.0,50.526869708
295.71,0.0,95.64,171.54,8.87,955.14,859.2,56.0,48.71837416
202.0,11.0,141.0,206.0,1.72,942.0,801.0,28.0,21.96670536
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,100.0,40.85834776
380.0,0.0,0.0,228.0,0.0,932.0,670.0,90.0,52.908319812
313.0,145.0,0.0,178.0,8.0,1002.0,689.0,28.0,41.05140104
359.0,19.0,141.0,154.0,10.91,942.0,801.0,7.0,38.610656
250.0,180.0,95.0,159.0,9.45,860.0,800.0,28.0,67.86512268
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,14.0,38.76923548
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,28.0,33.27411176
183.9,122.6,0.0,203.5,0.0,959.2,800.0,3.0,4.903553312
198.6,132.4,0.0,192.0,0.0,978.4,825.5,360.0,44.296075096
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,14.0,36.9903874
331.0,0.0,0.0,192.0,0.0,978.0,825.0,90.0,37.231704
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,3.0,12.45193656
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3.0,33.39821744
446.0,24.0,79.0,162.0,11.61,967.0,712.0,7.0,52.00717468
305.3,203.5,0.0,203.5,0.0,965.4,631.0,90.0,54.598914964
333.0,17.5,163.0,167.0,17.9,996.0,652.0,28.0,47.27736932
272.6,0.0,89.6,198.7,10.6,931.3,762.2,28.0,32.245413568
387.0,20.0,94.0,157.0,11.61,938.0,845.0,28.0,46.68441996
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,3.0,17.57474324
469.0,117.2,0.0,137.8,32.2,852.1,840.5,28.0,66.89985628
475.0,0.0,0.0,228.0,0.0,932.0,594.0,90.0,42.229026048
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,270.0,55.15808
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28.0,40.856968808
252.0,97.0,76.0,194.0,8.0,835.0,821.0,28.0,33.39821744
322.0,0.0,0.0,203.0,0.0,974.0,800.0,28.0,25.17966352
424.0,22.0,132.0,168.0,8.92,822.0,750.0,3.0,32.1098822847
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7.0,25.447869684
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,14.0,16.87837248
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28.0,27.82725136
222.36,0.0,96.67,189.29,4.46,967.08,870.32,100.0,40.7135578
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,14.0,35.9561734
375.0,93.8,0.0,126.6,23.4,852.1,992.6,7.0,45.69846928
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,14.0,26.04840328
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,56.0,34.20490436
238.05,0.0,94.11,186.66,7.0,949.91,847.01,100.0,44.298833
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28.0,38.21075992
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,56.0,31.35047372
141.3,212.0,0.0,203.5,0.0,971.8,748.5,3.0,4.827710952
202.0,11.0,141.0,206.0,1.72,942.0,801.0,56.0,23.2451908542
290.35,0.0,96.18,168.08,9.41,961.18,865.0,28.0,34.73580088
290.2,193.5,0.0,185.7,0.0,998.2,704.3,7.0,21.859147104
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28.0,71.29871316
159.0,149.0,116.0,175.0,15.0,953.0,720.0,28.0,27.67556664
287.0,121.0,94.0,188.0,9.0,904.0,696.0,28.0,41.94082508
313.3,0.0,113.0,178.5,8.0,1001.9,688.7,28.0,36.804918356
233.81,0.0,94.58,197.89,4.567,947.04,852.16,3.0,10.38350856
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7.0,19.765208492
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,100.0,40.14818748
314.0,145.3,113.2,178.9,8.0,869.1,690.2,28.0,46.234192132
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,56.0,56.8472962
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,28.0,40.2309246
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,56.0,35.57006684
385.0,0.0,0.0,186.0,0.0,966.0,763.0,28.0,31.35047372
149.0,153.0,194.0,192.0,8.0,935.0,623.0,28.0,24.5798194
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,28.0,27.77209328
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,28.0,41.20308576
285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28.0,53.57917996
299.8,0.0,119.8,211.5,9.9,878.2,727.6,28.0,23.835874796
164.6,0.0,150.4,181.6,11.7,1023.3,728.9,28.0,18.033934256
389.9,189.0,0.0,145.9,22.0,944.7,755.8,7.0,59.09498796
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7.0,13.089012384
389.9,189.0,0.0,145.9,22.0,944.7,755.8,28.0,74.4978818
132.0,207.0,161.0,179.0,5.0,867.0,736.0,28.0,33.3016908
331.0,0.0,0.0,192.0,0.0,978.0,825.0,360.0,41.24445432
323.7,282.8,0.0,183.8,10.3,942.7,659.9,56.0,80.19984832
480.0,0.0,0.0,192.0,0.0,936.2,712.2,3.0,24.404692496
